,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Bengkulu,ID,2023-01-10 21:54:47,-3.8004,102.2655,73.71,91,81,3.74
297,Prado,BR,2023-01-10 21:54:47,-17.3411,-39.2208,77.81,85,86,9.26
298,Carballo,ES,2023-01-10 21:54:47,43.213,-8.691,59.02,93,100,12.35
299,Westport,US,2023-01-10 21:52:05,41.1415,-73.3579,42.21,61,95,3.0
300,Port Keats,AU,2023-01-10 21:54:48,-14.25,129.55,80.76,84,79,8.81
301,Santa Cruz De La Palma,ES,2023-01-10 21:54:48,28.6835,-17.7642,66.34,82,100,9.22
302,Lompoc,US,2023-01-10 21:54:48,34.6391,-120.4579,60.62,73,40,12.66
303,Nantucket,US,2023-01-10 21:54:49,41.2835,-70.0995,37.51,71,66,10.67
304,Yasnogorsk,RU,2023-01-10 21:54:49,54.4803,37.6975,7.47,77,100,16.15
305,Mount Gambier,AU,2023-01-10 21:54:49,-37.8333,140.7667,64.4,71,3,3.2
306,Giddalur,IN,2023-01-10 21:54:49,15.35,78.9167,61.93,86,0,0.25
307,Ranfurly,NZ,2023-01-10 21:54:50,-45.1333,170.1,61.11,86,76,6.2
308,Raga,SS,2023-01-10 21:54:50,8.4596,25.678,69.21,28,11,5.06
309,Yatou,CN,2023-01-10 21:54:50,37.15,122.3833,32.58,77,1,4.09
310,Yumen,CN,2023-01-10 21:54:51,40.2833,97.2,24.66,39,100,2.51
311,Lazaro Cardenas,MX,2023-01-10 21:51:03,17.9583,-102.2,82.85,58,0,10.29
312,Hamina,FI,2023-01-10 21:54:51,60.5697,27.1979,33.08,98,100,18.52
313,Saint-Remi,CA,2023-01-10 21:54:51,45.2668,-73.6159,21.54,81,24,5.75
314,Nevsehir,TR,2023-01-10 21:54:51,38.9167,34.6667,31.21,69,0,14.97
315,Kapuskasing,CA,2023-01-10 21:54:52,49.4169,-82.4331,8.69,72,75,3.44
316,Alexandria,EG,2023-01-10 21:52:03,31.2156,29.9553,55.94,70,1,7.74
317,Beyneu,KZ,2023-01-10 21:54:52,45.3167,55.2,5.76,47,0,6.58
318,Galveston,US,2023-01-10 21:51:10,29.3669,-94.9669,78.91,84,40,11.5
319,Teacapan,MX,2023-01-10 21:55:52,22.55,-105.75,78.37,45,0,7.16
320,Cefalu,IT,2023-01-10 21:55:53,38.0386,14.0229,56.75,59,15,8.99
321,Ribeira Grande,PT,2023-01-10 21:55:53,38.5167,-28.7,55.8,67,40,6.91
322,Ziro,IN,2023-01-10 21:55:53,27.6333,93.8333,33.96,73,0,2.42
323,Ulaangom,MN,2023-01-10 21:55:54,49.9811,92.0667,-1.44,98,99,2.46
324,Antalaha,MG,2023-01-10 21:55:54,-14.9003,50.2788,75.63,88,89,2.44
325,Guerrero Negro,MX,2023-01-10 21:51:13,27.9769,-114.0611,66.25,51,100,18.1
326,Svetlyy,RU,2023-01-10 21:55:54,54.675,20.1347,37.96,87,100,7.72
327,Iqaluit,CA,2023-01-10 21:55:55,63.7506,-68.5145,-20.47,69,20,17.27
328,Springfield,US,2023-01-10 21:52:53,37.2153,-93.2982,60.66,41,92,7.0
329,Nanortalik,GL,2023-01-10 21:55:55,60.1432,-45.2371,25.25,68,100,7.74
330,Buraydah,SA,2023-01-10 21:52:30,26.326,43.975,48.65,58,97,7.11
331,Huejucar,MX,2023-01-10 21:55:55,22.35,-103.2167,71.98,16,2,2.15
332,Ugoofaaru,MV,2023-01-10 21:55:56,5.6667,73.0,78.85,80,60,6.53
333,Saurimo,AO,2023-01-10 21:55:56,-9.6608,20.3916,65.07,95,100,2.17
334,Aswan,EG,2023-01-10 21:55:56,24.0934,32.907,60.1,47,0,0.0
335,Kyren,RU,2023-01-10 21:55:57,51.6828,102.1408,9.79,95,97,1.05
336,Polunochnoye,RU,2023-01-10 21:55:57,60.8697,60.4153,3.96,65,100,8.41
337,Tasiilaq,GL,2023-01-10 21:55:57,65.6145,-37.6368,0.95,57,21,4.85
338,San Rafael,AR,2023-01-10 21:55:57,-34.6177,-68.3301,85.8,27,50,6.11
339,Curaca,BR,2023-01-10 21:55:58,-8.9903,-39.9094,88.18,33,80,3.18
340,Matagami,CA,2023-01-10 21:55:58,49.7502,-77.6328,3.31,78,0,3.44
341,Aguimes,ES,2023-01-10 21:55:59,27.9054,-15.4461,65.03,77,75,12.66
342,Sarangani,PH,2023-01-10 21:55:59,5.4033,125.4636,80.13,82,100,20.42
343,Corinto,GR,2023-01-10 21:55:59,37.9407,22.9573,50.9,82,99,6.73
344,Veraval,IN,2023-01-10 21:55:59,20.9,70.3667,69.98,51,0,8.84
345,Yakeshi,CN,2023-01-10 21:56:00,49.2833,120.7333,-3.62,98,59,3.74
346,Smithers,CA,2023-01-10 21:56:00,54.7804,-127.1743,30.52,100,75,2.3
347,Neuquen,AR,2023-01-10 21:56:01,-38.9516,-68.0591,89.85,16,86,18.92
348,Trat,TH,2023-01-10 21:56:01,12.5,102.5,71.6,92,100,5.35
349,Dimbokro,CI,2023-01-10 21:56:01,6.6451,-4.7048,77.43,23,6,0.69
350,Chama,CH,2023-01-10 21:56:02,47.1821,8.4636,43.29,75,100,0.0
351,Ibra,OM,2023-01-10 21:56:02,22.6906,58.5334,64.67,71,1,0.38
352,Melo,UY,2023-01-10 21:56:02,-32.3667,-54.1833,82.62,44,59,19.6
353,Kasungu,MW,2023-01-10 21:56:02,-13.0333,33.4833,64.24,93,100,3.11
354,Geraldton,AU,2023-01-10 21:56:03,-28.7667,114.6,64.81,77,100,4.61
355,Saint George,US,2023-01-10 21:51:45,37.1041,-113.5841,60.94,52,20,9.22
356,Marawi,PH,2023-01-10 21:56:03,7.9986,124.2928,67.95,98,100,2.55
357,Coos Bay,US,2023-01-10 21:55:35,43.3665,-124.2179,57.18,54,0,8.05
358,Ranot,TH,2023-01-10 21:56:04,7.7777,100.3213,74.75,89,100,3.13
359,Gallup,US,2023-01-10 21:56:04,35.5281,-108.7426,51.03,36,36,4.0
360,Vredendal,ZA,2023-01-10 21:56:05,-31.6683,18.5012,64.83,71,37,2.89
361,Kurtamysh,RU,2023-01-10 21:56:05,54.9103,64.4319,3.94,84,100,15.28
362,Shizunai,JP,2023-01-10 21:53:24,42.3339,142.3669,25.16,75,47,5.99
363,Rocha,UY,2023-01-10 21:57:05,-34.4833,-54.3333,70.16,79,50,12.01
364,San Miguel,SV,2023-01-10 21:57:06,13.4833,-88.1833,92.1,35,24,1.68
365,Hennebont,FR,2023-01-10 21:57:06,47.8051,-3.2734,55.9,94,100,21.85
366,Port Pirie,AU,2023-01-10 21:57:06,-33.1833,138.0167,80.01,32,62,4.76
367,Namibe,AO,2023-01-10 21:57:07,-15.1961,12.1522,72.75,69,67,11.39
368,Binzhou,CN,2023-01-10 21:57:07,37.3667,118.0167,32.38,36,41,3.53
369,Salinopolis,BR,2023-01-10 21:57:08,-0.6136,-47.3561,79.41,81,64,12.24
370,Saint-Francois,FR,2023-01-10 21:57:08,46.4154,3.9054,45.84,84,100,9.22
371,Agua Verde,MX,2023-01-10 21:57:09,22.9,-106.05,76.32,50,0,7.0
372,Bambous Virieux,MU,2023-01-10 21:57:09,-20.3428,57.7575,78.22,88,75,13.8
373,Lavrentiya,RU,2023-01-10 21:57:09,65.5833,-171.0,-11.69,94,24,9.08
374,Whitecourt,CA,2023-01-10 21:57:10,54.1502,-115.6855,24.04,100,100,3.44
375,Suzun,RU,2023-01-10 21:53:40,53.7841,82.3116,-16.74,97,100,7.25
376,Jalu,LY,2023-01-10 21:57:10,29.0331,21.5482,57.78,37,85,10.31
377,Botou,CN,2023-01-10 21:57:10,38.0667,116.5667,31.77,51,84,6.64
378,Zachary,US,2023-01-10 21:57:11,30.6485,-91.1565,73.15,87,97,5.77
379,Port Lincoln,AU,2023-01-10 21:57:11,-34.7333,135.8667,66.06,67,6,5.99
380,Hamada,JP,2023-01-10 21:57:11,34.8833,132.0833,40.39,50,76,6.6
381,Niquero,CU,2023-01-10 21:57:12,20.0431,-77.5828,82.04,58,12,5.44
382,Slonim,BY,2023-01-10 21:57:12,53.0867,25.3219,29.79,95,100,8.43
383,Makakilo City,US,2023-01-10 21:57:13,21.3469,-158.0858,81.45,50,25,4.83
384,Lander,US,2023-01-10 21:57:13,42.833,-108.7307,41.59,75,52,1.43
385,Laguna De Perlas,NI,2023-01-10 21:57:13,12.3429,-83.6712,77.09,79,32,12.77
386,Kyaikkami,MM,2023-01-10 21:57:14,16.08,97.5675,75.99,61,49,1.63
387,Marshall,US,2023-01-10 21:56:09,34.3834,-86.3333,61.09,49,0,8.05
388,Plettenberg Bay,ZA,2023-01-10 21:57:14,-34.0527,23.3716,67.95,92,73,1.07
389,Reconquista,AR,2023-01-10 21:57:14,-29.15,-59.65,99.68,16,56,2.44
390,Pattani,TH,2023-01-10 21:57:15,6.75,100.4167,73.11,98,91,1.45
391,Kaitangata,NZ,2023-01-10 21:57:15,-46.2817,169.8464,55.36,93,100,8.68
392,Port Macquarie,AU,2023-01-10 21:57:15,-31.4333,152.9167,76.89,65,74,8.72
393,Pedernales,DO,2023-01-10 21:57:16,18.0384,-71.744,78.15,73,22,3.42
394,Ahipara,NZ,2023-01-10 21:57:16,-35.1667,173.1667,66.69,82,96,18.68
395,Toora-Khem,RU,2023-01-10 21:57:16,52.4675,96.11,2.93,98,100,2.01
396,Marrakesh,MA,2023-01-10 21:53:46,31.6315,-8.0083,59.07,58,0,3.44
397,Urengoy,RU,2023-01-10 21:57:17,65.9667,78.3667,-38.31,97,11,7.72
398,Kruisfontein,ZA,2023-01-10 21:57:17,-34.0033,24.7314,67.89,88,15,4.14
399,Ostrovnoy,RU,2023-01-10 21:57:18,68.0531,39.5131,15.69,88,100,25.97
400,Muqui,BR,2023-01-10 21:57:18,-20.956,-41.3531,72.01,98,100,2.17
401,Salym,RU,2023-01-10 21:57:18,60.0625,71.4789,-29.15,100,47,1.21
402,Dokka,NO,2023-01-10 21:57:19,60.84,10.0618,22.71,99,100,0.96
403,Santa Maria,BR,2023-01-10 21:57:19,-29.6842,-53.8069,78.1,83,75,6.91
404,Sao Filipe,CV,2023-01-10 21:57:19,14.8961,-24.4956,74.61,75,1,9.08
405,Manaure,CO,2023-01-10 21:57:20,11.7751,-72.4445,82.36,68,58,14.58
406,Chuy,UY,2023-01-10 21:57:20,-33.6971,-53.4616,72.46,75,3,5.88
407,Worland,US,2023-01-10 21:57:20,44.0169,-107.9554,42.15,83,63,3.0
408,Adre,TD,2023-01-10 21:57:21,13.4667,22.2,62.06,27,7,16.31
409,Kodinsk,RU,2023-01-10 21:57:21,58.6881,99.1844,-21.6,93,99,5.86
410,Waycross,US,2023-01-10 21:58:21,31.2136,-82.354,64.63,42,0,6.91
411,Dwarka,IN,2023-01-10 21:58:22,22.2394,68.9678,71.04,55,0,8.93
412,Gboko,NG,2023-01-10 21:58:22,7.3179,8.9951,79.7,15,91,7.94
413,Savalou,BJ,2023-01-10 21:58:23,7.9281,1.9756,81.57,14,93,2.3
414,Lokosovo,RU,2023-01-10 21:58:23,61.1333,74.8167,-37.86,99,13,4.72
415,Touros,BR,2023-01-10 21:57:35,-5.1989,-35.4608,79.43,73,55,10.67
416,Ishigaki,JP,2023-01-10 21:58:23,24.3448,124.1572,69.93,73,75,11.5
417,Along,IN,2023-01-10 21:58:24,28.1667,94.7667,47.46,78,1,1.68
418,Barra,BR,2023-01-10 21:58:25,-11.0894,-43.1417,79.68,63,73,3.69
419,Lugovskoy,RU,2023-01-10 21:58:25,56.9585,64.529,8.13,77,100,11.99
420,Canton,CN,2023-01-10 21:58:25,23.1167,113.25,61.88,83,98,4.74
421,Aripuana,BR,2023-01-10 21:58:26,-9.1667,-60.6333,76.62,80,89,4.03
422,Guilin,CN,2023-01-10 21:58:26,25.2819,110.2864,51.91,60,92,2.59
423,Chapais,CA,2023-01-10 21:58:26,49.7834,-74.8492,4.78,100,97,3.89
424,Rio Grande,BR,2023-01-10 21:54:09,-32.035,-52.0986,82.51,79,16,15.64
425,Pacific Grove,US,2023-01-10 21:58:27,36.6177,-121.9166,58.41,69,61,14.0
426,Warri,NG,2023-01-10 21:58:27,5.5167,5.75,76.78,81,75,3.74
427,Havre,FR,2023-01-10 21:58:28,49.5833,0.3333,55.35,94,75,21.85
428,Rapid Valley,US,2023-01-10 21:58:28,44.0625,-103.1463,47.62,49,100,11.99
429,Jagraon,IN,2023-01-10 21:58:28,30.7833,75.4833,52.21,58,83,4.18
430,Banda Aceh,ID,2023-01-10 21:58:29,5.5577,95.3222,75.47,78,52,3.47
431,Voznesenye,RU,2023-01-10 21:58:29,61.0106,35.4781,24.71,83,100,14.97
432,Shunyi,CN,2023-01-10 21:58:29,40.125,116.6453,15.75,86,0,2.24
433,Araouane,ML,2023-01-10 21:58:29,18.9048,-3.5265,65.8,13,99,12.1
434,Flin Flon,CA,2023-01-10 21:58:30,54.7682,-101.865,13.84,85,100,4.61
435,Aklavik,CA,2023-01-10 21:58:30,68.2191,-135.0107,-11.2,77,75,5.75
436,Henties Bay,NA,2023-01-10 21:58:30,-22.116,14.2845,64.71,88,100,3.53
437,Fallon,US,2023-01-10 21:58:31,39.4735,-118.7774,44.11,73,48,4.0
438,Warrenton,ZA,2023-01-10 21:58:31,-28.114,24.8475,79.41,21,2,10.49
439,Botelhos,BR,2023-01-10 21:58:31,-21.6333,-46.395,66.43,94,97,1.95
440,Toppenish,US,2023-01-10 21:56:17,46.3774,-120.3087,41.61,80,100,5.99
441,Krasnyy Chikoy,RU,2023-01-10 21:58:32,50.3643,108.7512,2.84,99,60,1.43
442,Methoni,GR,2023-01-10 21:58:32,36.8197,21.7049,49.21,72,100,21.45
443,Asau,RO,2023-01-10 21:58:33,46.4333,26.4,42.28,99,100,4.36
444,Cooma,AU,2023-01-10 21:58:33,-36.2333,149.1333,64.47,64,77,4.52
445,Grand Gaube,MU,2023-01-10 21:58:33,-20.0064,57.6608,78.39,72,6,5.01
446,Kieta,PG,2023-01-10 21:58:34,-6.2167,155.6333,81.68,79,100,2.51
447,Garden City,US,2023-01-10 21:58:34,42.3256,-83.331,40.14,72,94,1.99
448,San Policarpo,PH,2023-01-10 21:58:34,12.1791,125.5072,77.4,87,100,16.6
449,Ponta Delgada,PT,2023-01-10 21:58:35,37.7333,-25.6667,56.12,76,20,6.91
450,Makubetsu,JP,2023-01-10 21:58:35,45.3714,141.8211,25.92,73,100,8.48
451,Krasnoselkup,RU,2023-01-10 21:58:35,65.7,82.4667,-45.54,100,61,5.3
452,Olafsvik,IS,2023-01-10 21:58:36,64.8945,-23.7142,35.42,84,83,22.06
453,Kununurra,AU,2023-01-10 21:53:38,-15.7667,128.7333,80.58,94,40,2.3
454,Tongchuan,CN,2023-01-10 21:58:36,35.0806,109.0897,33.42,56,0,0.96
455,Novopskov,UA,2023-01-10 21:58:36,49.5464,39.0899,8.22,64,25,17.07
456,Anopino,RU,2023-01-10 21:58:37,55.6981,40.6671,1.54,83,86,10.6
457,Bowen,AU,2023-01-10 21:59:37,-20.0167,148.2333,81.99,69,100,5.46
458,Rawson,AR,2023-01-10 21:59:37,-43.3002,-65.1023,64.94,91,100,14.47
459,Kastamonu,TR,2023-01-10 21:59:37,41.5,33.6667,31.69,59,43,1.36
460,Mogadishu,SO,2023-01-10 21:59:38,2.0371,45.3438,77.88,86,61,17.27
461,Mitu,CO,2023-01-10 21:59:38,1.1983,-70.1733,81.5,74,78,2.17
462,Berlevag,NO,2023-01-10 21:59:38,70.8578,29.0864,22.95,80,0,12.66
463,Lilongwe,MW,2023-01-10 21:59:39,-13.9669,33.7873,70.0,83,75,5.75
464,Calvinia,ZA,2023-01-10 21:59:39,-31.4707,19.776,73.92,25,77,5.06
465,Jumla,NP,2023-01-10 21:59:39,29.2747,82.1838,37.04,30,0,4.81
466,Kawalu,ID,2023-01-10 21:59:40,-7.3817,108.2082,71.28,96,100,1.03
467,Sirsa,IN,2023-01-10 21:59:40,29.5333,75.0167,52.7,48,16,2.62
468,Muleba,TZ,2023-01-10 21:59:40,-1.8397,31.6544,66.52,80,99,3.42
469,Kudahuvadhoo,MV,2023-01-10 21:59:41,2.6708,72.8944,81.07,74,76,11.45
470,Landau,DE,2023-01-10 21:59:41,49.2075,8.1133,44.98,82,100,11.3
471,Phalaborwa,ZA,2023-01-10 21:59:41,-23.943,31.1411,76.28,70,0,10.0
472,Peniche,PT,2023-01-10 21:59:42,39.3558,-9.3811,59.11,92,88,9.66
473,Nara,JP,2023-01-10 21:59:42,34.6851,135.8049,34.3,66,64,2.01
474,Salgueiro,BR,2023-01-10 21:59:42,-8.0742,-39.1192,86.18,30,91,8.32
475,Gubkinskiy,RU,2023-01-10 21:59:43,64.434,76.5026,-37.34,94,10,7.61
476,Laguna,US,2023-01-10 21:59:26,38.421,-121.4238,55.94,81,100,21.85
477,Lodja,CD,2023-01-10 21:59:43,-3.4833,23.4333,68.41,98,100,0.85
478,Ginir,ET,2023-01-10 21:59:43,7.1333,40.7,58.15,57,1,5.03
479,Ngunguru,NZ,2023-01-10 21:59:44,-35.6167,174.5,68.83,73,88,13.67
480,Mayumba,GA,2023-01-10 21:59:44,-3.432,10.6554,78.01,86,52,5.64
481,Camacha,PT,2023-01-10 21:59:44,33.0833,-16.3333,62.02,68,75,4.61
482,Santa Rita,BR,2023-01-10 21:59:45,-7.1139,-34.9781,81.27,78,40,10.36
483,Linxia,CN,2023-01-10 21:59:45,35.6003,103.2064,28.15,38,5,1.92
484,Carman,CA,2023-01-10 21:59:45,49.4992,-98.0016,20.32,86,100,1.14
485,Inirida,CO,2023-01-10 21:59:46,3.8653,-67.9239,77.36,94,98,1.68
486,Kanniyakumari,IN,2023-01-10 21:59:46,8.0833,77.5667,73.63,78,7,19.55
487,Jasper,US,2023-01-10 21:56:21,37.2001,-94.3502,65.05,37,99,3.0
488,Shimsk,RU,2023-01-10 21:59:46,58.212,30.7127,24.58,94,100,14.63
489,Kamaishi,JP,2023-01-10 21:59:46,39.2667,141.8833,33.13,65,65,4.14
490,Brigantine,US,2023-01-10 21:59:47,39.4101,-74.3646,43.05,68,100,5.59
491,Lakes Entrance,AU,2023-01-10 21:59:47,-37.8811,147.981,69.17,74,23,12.03
492,Taksimo,RU,2023-01-10 21:59:47,56.3444,114.8794,-0.71,97,95,1.66
493,Mukhen,RU,2023-01-10 21:59:48,48.1,136.1,5.29,87,66,5.17
494,Tornio,FI,2023-01-10 21:59:48,65.8481,24.1466,17.62,95,100,8.32
495,Kisangani,CD,2023-01-10 21:59:48,0.5167,25.2,74.28,70,100,3.22
496,Byron Bay,AU,2023-01-10 21:55:40,-28.65,153.6167,73.94,79,100,11.45
497,Tarut,SA,2023-01-10 21:59:49,26.5733,50.0369,55.62,62,100,18.21
498,Bolshaya Glushitsa,RU,2023-01-10 21:59:49,50.2406,43.5908,-0.56,83,3,11.14
499,Samarai,PG,2023-01-10 21:59:49,-10.6167,150.6667,81.54,76,99,2.71
500,Mae Hong Son,TH,2023-01-10 21:59:50,19.3003,97.9685,59.36,74,0,1.57
501,Zhangjiakou,CN,2023-01-10 21:59:50,40.81,114.8794,25.79,57,99,1.48
502,Shediac,CA,2023-01-10 21:59:50,46.2198,-64.5411,25.09,79,20,8.05
503,Requena,ES,2023-01-10 21:59:51,39.4883,-1.1004,48.79,73,33,7.36
504,Sawakin,SD,2023-01-10 21:59:51,19.1059,37.3321,72.01,61,40,8.16
505,Fossombrone,IT,2023-01-10 22:00:51,43.6908,12.8127,47.75,58,3,4.41
506,Chara,RU,2023-01-10 22:00:52,56.9064,118.2631,-3.93,77,60,2.3
507,Mopipi,BW,2023-01-10 22:00:52,-21.1833,24.8833,80.31,32,33,6.76
508,Alice Springs,AU,2023-01-10 22:00:53,-23.7,133.8833,74.75,88,27,0.0
509,Korla,CN,2023-01-10 22:00:30,41.7597,86.1469,23.38,47,17,2.04
510,Zhuanghe,CN,2023-01-10 22:00:53,39.7008,122.9911,26.15,84,4,5.26
511,Douglas,US,2023-01-10 22:00:15,41.3,-96.167,46.58,64,0,5.75
512,Bara,NG,2023-01-10 22:00:54,10.3744,10.7288,67.84,30,24,9.73
513,Mahibadhoo,MV,2023-01-10 22:00:54,3.7833,72.9667,80.19,76,85,12.46
514,Great Falls,US,2023-01-10 21:56:38,47.5002,-111.3008,44.69,60,70,6.13
515,Cartagena,CO,2023-01-10 21:56:50,10.3997,-75.5144,82.02,78,75,11.5
516,Luganville,VU,2023-01-10 22:00:55,-15.5333,167.1667,82.11,71,92,6.51
517,Manzanillo,CU,2023-01-10 22:00:55,20.3433,-77.1167,84.06,49,5,9.17
518,Babol,IR,2023-01-10 22:00:55,36.5513,52.679,36.93,61,40,6.49
519,Tezu,IN,2023-01-10 22:00:56,27.9167,96.1667,55.76,40,1,3.62
520,Burnie,AU,2023-01-10 22:00:39,-41.0667,145.9167,61.0,76,79,11.41
521,Sakakah,SA,2023-01-10 22:00:56,29.9697,40.2064,47.89,64,10,3.65
522,Sidi Ali,DZ,2023-01-10 22:00:57,36.0998,0.4206,55.99,82,0,6.13
523,Fort Nelson,CA,2023-01-10 22:00:57,58.8053,-122.7002,7.95,90,94,1.32
524,Galesong,ID,2023-01-10 22:00:57,-5.3166,119.3661,73.42,83,100,3.76
525,Yueyang,CN,2023-01-10 22:00:58,29.3333,113.0919,46.92,72,0,1.5
526,Shimoda,JP,2023-01-10 22:00:58,34.6667,138.95,42.1,80,96,2.3
527,Syumsi,RU,2023-01-10 22:00:58,57.1111,51.6149,-21.01,100,97,3.69
528,Dhangadhi,NP,2023-01-10 22:00:59,28.7079,80.5961,49.59,59,0,0.4
529,Chimbote,PE,2023-01-10 22:00:59,-9.0853,-78.5783,71.78,70,73,8.41
530,Baikunthpur,IN,2023-01-10 22:01:00,23.25,82.55,49.77,31,0,3.65
531,Howard Springs,AU,2023-01-10 22:01:01,-12.497,131.047,80.82,84,72,4.99
532,Sisimiut,GL,2023-01-10 22:01:01,66.9395,-53.6735,2.32,89,17,10.33
533,Strangnas,SE,2023-01-10 22:01:01,59.3774,17.0312,39.18,90,68,9.28
534,Boguchany,RU,2023-01-10 22:01:02,58.3814,97.4531,-25.56,99,99,4.47
535,Zermatt,CH,2023-01-10 22:01:02,46.0213,7.7491,26.64,95,73,7.72
536,Mushie,CD,2023-01-10 21:59:13,-3.0167,16.9,71.53,93,97,2.62
537,Saint-Joseph,RE,2023-01-10 22:01:03,-21.3667,55.6167,73.78,79,16,6.89
538,Mayna,RU,2023-01-10 22:01:03,54.1135,47.6231,-21.19,96,6,4.16
539,Te Anau,NZ,2023-01-10 22:01:04,-45.4167,167.7167,56.16,86,100,5.73
540,Starokostyantyniv,UA,2023-01-10 22:01:04,49.7576,27.2034,31.01,96,100,13.09
541,Hofn,IS,2023-01-10 22:01:04,64.2539,-15.2082,37.42,73,100,13.82
542,Honiara,SB,2023-01-10 22:01:05,-9.4333,159.95,79.99,85,100,3.56
543,Empalme,MX,2023-01-10 22:01:05,27.9667,-110.8167,83.35,20,100,5.5
544,Ambilobe,MG,2023-01-10 22:01:06,-13.2,49.05,73.54,95,91,2.8
545,Urucara,BR,2023-01-10 22:01:06,-2.5364,-57.76,74.1,97,98,3.24
546,Gizo,SB,2023-01-10 22:01:06,-8.103,156.8419,82.62,76,100,7.87
547,Eureka,US,2023-01-10 22:01:07,40.8021,-124.1637,52.93,90,86,7.0
548,El Penon,CO,2023-01-10 22:01:07,8.9892,-73.9486,76.08,91,100,0.02
549,Fortuna,US,2023-01-10 22:01:07,40.5982,-124.1573,52.66,94,75,6.91
550,New Iberia,US,2023-01-10 22:01:08,30.0035,-91.8187,71.98,78,75,12.66
551,North Bend,US,2023-01-10 22:00:13,43.4065,-124.2243,50.86,79,100,7.14
552,Stykkisholmur,IS,2023-01-10 22:00:38,65.0757,-22.7297,33.84,86,94,13.44
553,Teguldet,RU,2023-01-10 22:03:34,57.3064,88.1667,-18.67,93,100,7.72
554,Upata,VE,2023-01-10 22:03:34,8.0086,-62.3989,82.18,75,98,4.56
555,Murray Bridge,AU,2023-01-10 22:03:34,-35.1167,139.2667,73.35,51,45,1.92
556,Maceio,BR,2023-01-10 21:59:32,-9.6658,-35.7353,78.24,88,20,9.22
557,Changchun,CN,2023-01-10 22:03:35,43.88,125.3228,21.83,78,56,10.4
558,Paita,PE,2023-01-10 22:03:35,-5.0892,-81.1144,71.51,75,56,12.75
559,Ust-Barguzin,RU,2023-01-10 22:03:36,53.45,108.9833,14.92,95,100,0.83
560,College,US,2023-01-10 22:03:36,64.8569,-147.8028,-7.91,97,77,2.75
561,Odienne,CI,2023-01-10 22:03:36,9.51,-7.5692,77.18,17,2,3.51
562,Carauari,BR,2023-01-10 22:03:36,-4.8828,-66.8958,80.51,82,48,2.35
563,Hambantota,LK,2023-01-10 22:03:37,6.1241,81.1185,71.94,94,20,4.61
564,Khasan,RU,2023-01-10 22:03:37,42.4308,130.6434,21.04,71,16,3.91
565,Almaznyy,RU,2023-01-10 22:03:38,48.0448,40.045,5.88,70,7,19.93
566,Batagay,RU,2023-01-10 22:03:38,67.6333,134.6333,-57.93,98,63,1.12
567,Anadyr,RU,2023-01-10 22:01:22,64.75,177.4833,-5.3,77,0,2.24
568,Teseney,ER,2023-01-10 22:03:39,15.11,36.6575,69.53,62,9,9.06
569,Carutapera,BR,2023-01-10 22:03:39,-1.195,-46.02,76.48,89,95,6.98
570,Dunedin,NZ,2023-01-10 22:03:40,-45.8742,170.5036,57.27,93,100,11.88
571,Meihekou,CN,2023-01-10 22:03:40,42.5272,125.6753,12.4,79,19,6.73
572,Gazojak,TM,2023-01-10 22:03:41,41.1875,61.4036,11.95,64,1,11.39
573,San Quintin,MX,2023-01-10 22:03:41,30.4833,-115.95,63.93,71,33,10.98
574,Praxedis Guerrero,MX,2023-01-10 22:03:41,31.3667,-106.0167,67.46,15,100,11.34
575,Aksu,CN,2023-01-10 22:00:27,41.1231,80.2644,26.58,44,100,0.69
576,Jacmel,HT,2023-01-10 22:03:42,18.2342,-72.5347,78.84,72,13,4.14
577,Aykhal,RU,2023-01-10 22:03:42,66.0,111.5,-41.01,97,100,5.3
578,Inhambane,MZ,2023-01-10 22:03:42,-23.865,35.3833,73.45,82,0,7.92
579,Pimenta Bueno,BR,2023-01-10 22:03:43,-11.6725,-61.1936,78.8,85,33,3.27
580,Cockburn Town,TC,2023-01-10 22:03:43,21.4612,-71.1419,77.49,73,7,12.57
581,Bubaque,GW,2023-01-10 22:03:43,11.2833,-15.8333,77.9,72,100,12.55
582,Zhigalovo,RU,2023-01-10 22:03:44,54.8097,105.1578,0.39,96,100,2.57
583,Wilmington,US,2023-01-10 22:02:23,34.2257,-77.9447,55.94,61,0,4.61
584,Upernavik,GL,2023-01-10 22:03:44,72.7868,-56.1549,-22.79,98,91,6.58
585,La Ronge,CA,2023-01-10 22:03:44,55.1001,-105.2842,7.3,95,99,0.65
586,Arman,RU,2023-01-10 22:03:45,59.7,150.1667,-20.94,86,10,6.62
